layer	pub_slug	suggest	title	hit	note
DEVICE_DIFF_REVIEW	sd-gandamufoosu-gaiden	sd-gundam-foosu-gaiden	SDガンダムフォース 外伝	ガンダム->gundam	
DEVICE_DIFF_REVIEW	futagoza-no-onna	stay-rebirth-futagoza-no-onna	STAYリバース 双子座の女	リバース->rebirth	
DEVICE_DIFF_CLEAR	autoroo	out-roo	アウト・ロー	アウト->out	
DEVICE_DIFF_REVIEW	agasa-kurisuteii-no-meitantei-poirot-to-marple	agasa-kurisu-tea-no-mei-tantei-powaro-to-maapuru	アガサ・クリスティーの名探偵ポワロとマープル	ティー->tea	
DEVICE_DIFF_REVIEW	apaato-no-kagi-aitemasu	apartment-no-kagi-aite-masu	アパートの鍵あいてます	アパート->apartment	
DEVICE_DIFF_REVIEW	110-yooji-kun-no-manga-bungaku-zenshuu-110sen	show-ji-kun-no-manga-bungaku-zenshuu-110-sen	ショージ君の漫画文学全集110選	ショー->show	
DEVICE_DIFF_REVIEW	naito-ha-oatsui-no-ga-osuki	night-wa-o-atsuino-ga-o-suki	ナイトはお熱いのがお好き	ナイト->night	
DEVICE_DIFF_REVIEW	paradistar	paradise-taa	パラダイスター	パラダイス->paradise	
DEVICE_DIFF_REVIEW	beautiful	beauty-furu	ビューティフル	ビューティ->beauty	
DEVICE_DIFF_REVIEW	mimoza-de-salad	mimosa-de-sarada	ミモザでサラダ	ミモザ->mimosa	
DEVICE_DIFF_REVIEW	saigo-no-ajia-paa-den	saigo-no-asia-paa-den	最後のアジアパー伝	アジア->asia	
DEVICE_DIFF_REVIEW	gekitou-exe-kyoudai-rokkumeen	gekitou-eguze-kyoudai-rock-meen	激闘!エグゼ兄弟ロックメーン!	ロック->rock	
DEVICE_DIFF_REVIEW	netsuretsu-teens	netsuretsu-tea-nzu	熱烈ティーンズ	ティー->tea	
DEVICE_DIFF_REVIEW	choujinrokku-kuonnohitomi	choujin-rock-kuon-no-hitomi	超人ロック 久遠の瞳	ロック->rock	
DEVICE_DIFF_CLEAR	choujin-rokku-fuyu-no-niji	choujin-rock-fuyu-no-niji	超人ロック冬の虹	ロック->rock	
DEVICE_DIFF_REVIEW	uedinguberu-35	wedding-beru-35	ウェディングベル35	ウェディング->wedding	
DEVICE_DIFF_REVIEW	homemade	home-maid	ホームメイド	メイド->maid	
DEVICE_DIFF_REVIEW	reverse-mishima	rebirth	リバース!	リバース->rebirth	
DEVICE_DIFF_REVIEW	royal-17	roiyaru-sebun-tea-n	ロイヤル・セブンティーン	ティー->tea	
DEVICE_DIFF_REVIEW	shounenmeidokuuro-kun	shounen-maid-kuuro-kun	少年メイドクーロ君	メイド->maid	
DEVICE_DIFF_REVIEW	momoiro-secret	momoiro-seek-retto	桃色シークレット	シーク->seek	
DEVICE_DIFF_REVIEW	neppuu-kairiku-bushilord-the-rising	neppuu-kairiku-bushi-road-the-rising	熱風海陸ブシロードthe rising	ロード->road	
DEVICE_DIFF_REVIEW	bakufuu-surasshu-kizuna	slash-kizu-na	爆封スラッシュ!キズナ	スラッシュ->slash	
DEVICE_DIFF_REVIEW	youkoso-koushuu-keimusho-e	youkoso-koushuu-prison-e	ようこそ甲州プリズンへ	プリズン->prison	
DEVICE_DIFF_REVIEW	lovelyn-aisukuriimu	raburi-n-ice-kuriimu	らぶりん❤アイスクリーム	アイス->ice	
DEVICE_DIFF_REVIEW	cluster-edge	class-taaejji	クラスターエッジ	クラス->class	
DEVICE_DIFF_REVIEW	diasu-police	dear-su-porisu	ディアスポリス	ディア->dear	
DEVICE_DIFF_REVIEW	treasure-gausuto	torejaagausuto-shijou-saikyou-no-hunter-konbi	トレジャーガウスト史上最強のハンターコンビ!!	ハンター->hunter	
DEVICE_DIFF_REVIEW	basu-gaido-monogatari	bus-guide-monogatari	バスガイド物語	ガイド->guide	
DEVICE_DIFF_REVIEW	kaiouki-ultimate-gaido	umi-kouki-arutimetto-guide	海皇紀アルティメット・ガイド	ガイド->guide	
DEVICE_DIFF_REVIEW	bakukyuu-hit-kurasshu-biidaman	hit-crash-be-daman	爆球HIT!クラッシュビーダマン	クラッシュ->crash	
DEVICE_DIFF_REVIEW	tanpen-manga-shuu-bunnies-hoka	tanpen-manga-shuu-bunny-zu-hoka	短編マンガ集 バニーズほか	バニー->bunny	
DEVICE_DIFF_REVIEW	ai-yori-aoshi-konpuriito-works	ai-yori-aoshi-complete-waakusu	藍より青しコンプリート・ワークス	コンプリート->complete	
DEVICE_DIFF_REVIEW	kaijou-junkie-rokku	kai-jou-jan-kii-rock	解錠ジャンキー・ロック	ロック->rock	
DEVICE_DIFF_REVIEW	0-zero-memories	0-0-memory-zu	0×0メモリーズ	メモリ->memory	
DEVICE_DIFF_REVIEW	usotsuki-naito	u-so-tsuki-night	う・そ・つ・き・ナイト	ナイト->night	
DEVICE_DIFF_REVIEW	apurikotto-sawaa-choudai	app-kottosawaa-choudai	アプリコットサワーちょうだい	アプリ->app	
DEVICE_DIFF_REVIEW	short-song	show-to-songu	ショートソング	ショー->show	
DEVICE_DIFF_REVIEW	soodowaarudo-peraperaazu	soodo-world-perapera-zu	ソード・ワールド ぺらぺらーず	ワールド->world	
DEVICE_DIFF_REVIEW	madam-to-oyuugi	madame-to-o-yuugi	マダムとお遊戯	マダム->madame	
DEVICE_DIFF_REVIEW	memoria-noise-no-ruten-genshou	memory-anoizu-no-ruten-genshou	メモリアノイズの流転現象	メモリ->memory	
DEVICE_DIFF_REVIEW	lolicon-fenikkusu	rorikon-phoenix	ロリコンフェニックス	フェニックス->phoenix	
DEVICE_DIFF_REVIEW	ou-sama-no-oopaatsu	ousama-no-ooparts	王様のオーパーツ	オーパーツ->ooparts	
DEVICE_DIFF_REVIEW	choujinrokku-bureinshurinkaa-fushishatachi	choujin-rock-bureinshurinkaa-fu-shishatachi	超人ロック ブレインシュリンカー/不死者たち	ロック->rock	
DEVICE_DIFF_CLEAR	choujin-rokku-raiza	choujin-rock-raiza	超人ロック ライザ	ロック->rock	
DEVICE_DIFF_REVIEW	choujinrokku-kouyanokishi	choujin-rock-arano-no-kishi	超人ロック 荒野の騎士	ロック->rock	
DEVICE_DIFF_REVIEW	ako-chan-no-beautiful-cinema	a-ko-chan-no-beauty-furu-shinema	A子ちゃんのビューティフル・シネマ	ビューティ->beauty	
DEVICE_DIFF_REVIEW	shirokuma-caf	shirokuma-cafe	しろくまカフェ	カフェ->cafe	
DEVICE_DIFF_REVIEW	twinkle-maisutaa-kiraha	tinkuru-my-star-kira-wa	てぃんくる・マイスターきらは	スター->star	
DEVICE_DIFF_REVIEW	kuiinzu-blade	queen-zubureido	クイーンズブレイド	クイーン->queen	
DEVICE_DIFF_REVIEW	kurasshu	crash	クラッシュ☆	クラッシュ->crash	装置案が既存slugと衝突
DEVICE_DIFF_REVIEW	keroro-gunsou-tokubetsu-kunren-sengoku-ransutaa-daibatoru	keroro-gunsou-tokubetsu-kunren-sengoku-ran-boshi-dai-battle	ケロロ軍曹特別訓練☆戦国ラン星大バトル!	バトル->battle	
DEVICE_DIFF_REVIEW	kaiketsu-zorori-no-hadaka-no-ou-sama	comic-ban-kai-ketsu-zorori-no-wa-da-ka-no-ousama	コミック版 かいけつゾロリのはだかの王さま	コミック->comic	
DEVICE_DIFF_REVIEW	komikkuban-kaiketsu-zorori-no-arajin-to-mahou-no-lamp	comic-ban-kai-ketsu-zorori-no-arajin-to-mahou-no-ranpu	コミック版 かいけつゾロリのアラジンと魔法のランプ	コミック->comic	
DEVICE_DIFF_REVIEW	komikkuban-kaiketsu-zorori-no-jack-to-mamenoki	comic-ban-kai-ketsu-zorori-no-jakku-to-mame-no-ki	コミック版 かいけつゾロリのジャックと豆の木	コミック->comic	
DEVICE_DIFF_REVIEW	soodaya-no-sooda-san	soda-ya-no-soda-san	ソーダ屋のソーダさん。	ソーダ->soda	
DEVICE_DIFF_REVIEW	hoomurantenshi	home-ran-tenshi	ホームラン天使	ホーム->home	
DEVICE_DIFF_REVIEW	marii-antoinette-no-ryourinin	mary-antowanetto-no-ryourijin	マリー・アントワネットの料理人	マリー->mary	
DEVICE_DIFF_REVIEW	marii-antoinette-no-kubikazari	mary-antowanetto-no-kubikazari	マリー・アントワネットの首飾り	マリー->mary	
DEVICE_DIFF_REVIEW	memorial-tensai-bakabon	memory-aru-tensai-baka-bon	メモリアル天才バカボン	メモリ->memory	
DEVICE_DIFF_REVIEW	rifle-shoujo	life-ru-shoujo	ライフル少女	ライフ->life	
DEVICE_DIFF_REVIEW	layton-kyouju-to-yukai-na-jiken	late-n-kyouju-to-yukai-na-jiken	レイトン教授とユカイな事件	レイト->late	
DEVICE_DIFF_REVIEW	rose-x-marie	roozu-mary	ローズ×マリー	マリー->mary	
DEVICE_DIFF_REVIEW	wansaido-tokkyuu-soshiki-smile	wan-side-tokkyuu-soshiki-sumairu	ワンサイド特急 組織スマイル	サイド->side	
DEVICE_DIFF_REVIEW	mitsuboshi-kuriiningu	san-tsu-boshi-cleaning	三ツ星クリーニング	クリーニング->cleaning	
DEVICE_DIFF_REVIEW	kojin-jugyou-bishoujo-short	kojin-jugyou-bishoujo-show-to	個人授業×美少女ショート	ショー->show	
DEVICE_DIFF_REVIEW	inu-no-juusuya-san-z	inu-no-juice-ya-san-z	犬のジュース屋さんZ	ジュース->juice	
DEVICE_DIFF_REVIEW	shougeki-onea-ryuusei-no-rokkumeen	emi-onea-ryuusei-no-rock-meen	笑撃オンエア!!流星のロックメーン	ロック->rock	
DEVICE_DIFF_REVIEW	choujinrokku-epitafu	choujin-rock-epitafu	超人ロック エピタフ	ロック->rock	
DEVICE_DIFF_CLEAR	choujin-rokku-itetsuita-seiza	choujin-rock-itetsuita-seiza	超人ロック凍てついた星座	ロック->rock	
DEVICE_DIFF_REVIEW	yattaze-maihoomu	yatta-ze-my-home	やったぜマイホーム!!	ホーム->home	
DEVICE_DIFF_REVIEW	ascribe-to-heaven	asuku-live-tu-hevun	アスクライブ・トゥ・ヘヴン	ライブ->live	
DEVICE_DIFF_REVIEW	komikkuban-kaiketsu-zorori-no-nemuri-no-mori-no-hime	comic-ban-kai-ketsu-zorori-no-nemuri-no-mori-no-hime	コミック版 かいけつゾロリの眠りの森の姫	コミック->comic	
DEVICE_DIFF_REVIEW	coral	cola-ru	コーラル	コーラ->cola	
DEVICE_DIFF_REVIEW	jekyll-to-hyde-to-saibanin	jikiru-to-hide-to-saibanin	ジキルとハイドと裁判員	ハイド->hide	
DEVICE_DIFF_REVIEW	soodamura-no-sooda-san	soda-mura-no-soda-san	ソーダ村のソーダさん。	ソーダ->soda	
DEVICE_DIFF_REVIEW	cheriina-bokura	cherry-na-bokura	チェリーなぼくら	チェリー->cherry	
DEVICE_DIFF_REVIEW	cherries-fight	cherry-zufaito	チェリーズファイト	チェリー->cherry	
DEVICE_DIFF_REVIEW	biggukomikku-fujikoefufujio-esuefu-tanpenshuu	biggu-comic-touko-f-fujio-sf-tan-henshuu	ビッグコミック×藤子・F・不二雄SF短編集	コミック->comic	
DEVICE_DIFF_REVIEW	meister	my-star	マイスター	スター->star	
DEVICE_DIFF_REVIEW	reverse	rebirth	リバース	リバース->rebirth	
DEVICE_DIFF_REVIEW	rivers-edge-ookawabata-tanteisha	rebirth-ejji-ookawatan-tanteisha	リバースエッジ大川端探偵社	リバース->rebirth	
DEVICE_DIFF_REVIEW	layton-kyouju-to-mayoi-no-mori	late-n-kyouju-to-mayoi-no-mori	レイトン教授と迷いの森	レイト->late	
DEVICE_DIFF_REVIEW	ready-made-crown	redi-maid-kuraun	レディメイド・クラウン	メイド->maid	
DEVICE_DIFF_REVIEW	rome-no-kyuujitsu	roma-no-kyuujitsu	ローマの休日	ローマ->roma	
DEVICE_DIFF_REVIEW	chuuko-maihoomu-kanzen-meisou-gaido	chuuko-my-home-kanzen-meisou-guide	中古マイホーム完全迷走ガイド	ガイド->guide,ホーム->home	
DEVICE_DIFF_REVIEW	dansai-bunri-no-crime-edge	dansai-bunri-no-cry-muejji	断裁分離のクライムエッジ	クライ->cry	
DEVICE_DIFF_REVIEW	tokyo-sheikh	toukyou-seek	東京シーク	シーク->seek	
DEVICE_DIFF_REVIEW	kibun-wa-ajiameshi	kibun-wa-asia-meshi	気分はアジアめし	アジア->asia	
DEVICE_DIFF_REVIEW	mitsu-ai-hosutojuku	mitsu-ai-host-juku	蜜・愛ホスト塾	ホスト->host	
DEVICE_DIFF_REVIEW	choujin-rokku-nirvana	choujin-rock-niruvaana	超人ロック ニルヴァーナ	ロック->rock	
DEVICE_DIFF_REVIEW	tensei-shinki-merougain	tenseishinki-mellow-gain	転生神機メロウガイン	メロウ->mellow	
DEVICE_DIFF_REVIEW	atsumu-toitaun	a-tsumu-toi-town	あつむトイタウン	タウン->town	
DEVICE_DIFF_REVIEW	sakura-furonteia	sakura-frontier	さくらフロンティア	フロンティア->frontier	
DEVICE_DIFF_REVIEW	animemon-essei	anime-mon-essay	アニメもんエッセイ	エッセイ->essay	
DEVICE_DIFF_REVIEW	sheikh-to-koi-no-butai-e	seek-to-koi-no-butai-e	シークと恋の舞台へ	シーク->seek	
DEVICE_DIFF_REVIEW	sheikh-no-esu-wa-sado-no-esu	seek-no-s-wa-sado-no-s	シークのSはサドのS	シーク->seek	
DEVICE_DIFF_REVIEW	secret-2010	seek-retto	シークレット	シーク->seek	
DEVICE_DIFF_REVIEW	secret-flight	seek-rettofuraito	シークレットフライト	シーク->seek	
DEVICE_DIFF_REVIEW	platonic-form	puratonikku-home	プラトニック・ホーム	ホーム->home	
DEVICE_DIFF_REVIEW	premium-tenko-sama	premier-mu-tenshi-sama	プレミアム天子様	プレミア->premier	
DEVICE_DIFF_REVIEW	rail-aile-bleue	reeru-eeru-blue	レール・エール・ブルー	ブルー->blue	
DEVICE_DIFF_REVIEW	kodai-rome-kakutou-angoku-tan-sin	kodai-roma-kaku-tan-sin	古代ローマ格闘暗獄譚SIN	ローマ->roma	
DEVICE_DIFF_REVIEW	jiraishin-diablo	jirai-shin-dear-buro	地雷震ディアブロ	ディア->dear	
DEVICE_DIFF_REVIEW	gakuen-crisis	gakuen-cry-shisu	学園クライシス!	クライ->cry	
DEVICE_DIFF_REVIEW	kare-wa-diablo	kare-wa-dear-boro	彼はディアボロ!	ディア->dear	
DEVICE_DIFF_REVIEW	ai-kafeteria	ai-cafe-teria	愛カフェテリア	カフェ->cafe	
DEVICE_DIFF_REVIEW	kanata-seven-change	shin-seiki-idol-densetsu-kanata-sebun-chenji	新世紀アイドル伝説 彼方セブンチェンジ	アイドル->idol	
DEVICE_DIFF_REVIEW	saihate-no-diasuta	saihate-no-dear-suta	最果てのディアスタ	ディア->dear	
DEVICE_DIFF_REVIEW	shiritsu-nagatachou-gakuen-hosutogumi	shiritsu-nagatachou-gakuen-host-gumi	私立永田町学園ホスト組	ホスト->host	
DEVICE_DIFF_REVIEW	choujinrokku-warauotoko	choujin-rock-u-otoko	超人ロック 嗤う男	ロック->rock	
DEVICE_DIFF_REVIEW	fate-zero-2011	fate-zero-comic-arakaruto	Fate/zeroコミックアラカルト	コミック->comic	
DEVICE_DIFF_REVIEW	sket-dance-2011	sket-dance-first-dansu	SKET DANCE ファースト・ダンス	ファースト->first	
DEVICE_DIFF_REVIEW	yuurei-apaato-kanrinin	yuu-rei-apartment-kanrijin	ゆうれいアパート管理人	アパート->apartment	
DEVICE_DIFF_REVIEW	otokonoko-wa-meidofuku-ga-osuki	otoko-no-ko-wa-maid-fuku-ga-o-suki	オトコのコはメイド服がお好き!?	メイド->maid	
DEVICE_DIFF_REVIEW	karasuya-satoshi-no-37sai-no-ensoku-gaido	karasuyasatoshi-no-37-sai-no-ensoku-guide	カラスヤサトシの37歳の遠足ガイド	ガイド->guide	
DEVICE_DIFF_REVIEW	gyappuri	gap-ri	ギャップリ	ギャップ->gap	
DEVICE_DIFF_REVIEW	komikkuiwate	comic-yuwate	コミックいわて	コミック->comic	
DEVICE_DIFF_REVIEW	sentaagai-no-marii-e	sentaa-gai-no-mary-e	センター街のマリーへ	マリー->mary	
DEVICE_DIFF_REVIEW	bluish	blue-isshu	ブルーイッシュ	ブルー->blue	
DEVICE_DIFF_REVIEW	bloomed-in-action	blue-mudo-in-akushon	ブルームド・イン・アクション	ブルー->blue	
DEVICE_DIFF_REVIEW	rockwell-gangster	rock-weru-gyangu-star	ロックウェル+ギャングスター	スター->star	
DEVICE_DIFF_REVIEW	seifuku-ouji-secret	seifuku-ouji-seek-retto	制服王子シークレット	シーク->seek	
DEVICE_DIFF_REVIEW	youkai-apaato-no-yuugana-nichijou	youkai-apartment-no-kasoke-miyabi-na-nichijou	妖怪アパートの幽雅な日常	アパート->apartment	
DEVICE_DIFF_REVIEW	itoshi-no-marii	aishi-no-mary	愛しのマリー	マリー->mary	
DEVICE_DIFF_REVIEW	tabisuru-kankoohii	tabi-suru-kan-coffee	旅する缶コーヒー	コーヒー->coffee	
DEVICE_DIFF_REVIEW	ou-sama-no-hoomutaun	ousama-no-home-town	王様のホームタウン	タウン->town,ホーム->home	
DEVICE_DIFF_REVIEW	choujin-locke-kaze-no-houyou	choujin-rock-fuu-no-houyou	超人ロック風の抱擁	ロック->rock	
DEVICE_DIFF_REVIEW	mr-secret-floor	mr-seek-rettofuroa	Mr. シークレットフロア	シーク->seek	
DEVICE_DIFF_REVIEW	tsukikage-caf	tukikage-cafe	TUKIKAGEカフェ	カフェ->cafe	
DEVICE_DIFF_REVIEW	ika-sama-memori	ikasama-memory	いかさまメモリ	メモリ->memory	
DEVICE_DIFF_REVIEW	appleseed-xiii	appuru-seed-saa-tea-n	アップルシード・サーティーン	ティー->tea	
DEVICE_DIFF_REVIEW	earth-furonteia-e-youkoso	aasu-frontier-e-youkoso	アース☆フロンティアへようこそ☆	フロンティア->frontier	
DEVICE_DIFF_REVIEW	kuiinzu-blade-rebellion-seiran-no-himekishi	queen-zubureidoriberion-aoarashi-no-hime-kishi	クイーンズブレイドリベリオン 青嵐の姫騎士	クイーン->queen	
DEVICE_DIFF_REVIEW	sasakure-memorial	sasakure-memory-aru	ササクレ・メモリアル	メモリ->memory	
DEVICE_DIFF_REVIEW	sheikh-to-unmei-no-hanayome	seek-to-unmei-no-hanayome	シークと運命の花嫁	シーク->seek	
DEVICE_DIFF_REVIEW	zonbitchi-wa-bitch-ni-fukumaremasuka	zombie-cchi-wa-bicchi-ni-fukumaremasu-ka	ゾンビッチはビッチに含まれますか?	ゾンビ->zombie	
DEVICE_DIFF_REVIEW	harmful-beautiful	haamufuru-beauty-furu	ハームフル・ビューティフル	ビューティ->beauty	
DEVICE_DIFF_REVIEW	mustard-chocolate	master-do-chokoreeto	マスタード・チョコレート	マスター->master	
DEVICE_DIFF_REVIEW	rokku-rii-no-seishun-furu-power-ninden	rock-rii-no-seishun-furu-pawaa-shinobu-tsutae	ロック・リーの青春フルパワー忍伝	ロック->rock	
DEVICE_DIFF_REVIEW	seiten-koukou-aidorubu	hoshi-takashi-koukou-idol-bu	星天高校アイドル部!	アイドル->idol	
DEVICE_DIFF_REVIEW	yokujou-anchirabaa	yokujou-anti-rabaa	欲情アンチラバー	アンチ->anti	
DEVICE_DIFF_REVIEW	chichi-to-higegorira-to-watashi	chichi-to-hige-gorilla-to-watashi	父とヒゲゴリラと私	ゴリラ->gorilla	
DEVICE_DIFF_REVIEW	neko-no-hosutokurabu	neko-no-host-club	猫のホストクラブ	クラブ->club,ホスト->host	
DEVICE_DIFF_REVIEW	watashi-no-dorei-ni-narinasai-komikkuban	watashi-no-dorei-ni-narinasai-comic-ban	私の奴隷になりなさい コミック版	コミック->comic	
DEVICE_DIFF_REVIEW	sougou-tovarisch	sougou-tower-rishichi	総合タワーリシチ	タワー->tower	
DEVICE_DIFF_REVIEW	choujinrokku-horiisaakuru	choujin-rock-horii-circle	超人ロック ホリーサークル	サークル->circle,ロック->rock	
DEVICE_DIFF_REVIEW	tori-kurasuta-ni-sasagu-tori-4-koma	tori-class-ta-ni-sasagu-tori-4-koma	鳥クラスタに捧ぐ鳥4コマ	クラス->class	
DEVICE_DIFF_REVIEW	8-gatsu-no-soodasui	8-tsuki-no-soda-sui	8月のソーダ水	ソーダ->soda	
DEVICE_DIFF_REVIEW	switch-doragonfuruutsu-hen	switch-dragon-furuutsu-hen	switch ドラゴンフルーツ編	ドラゴン->dragon	
DEVICE_DIFF_REVIEW	oshaberi-nyuuyooku-jourikuhen	oshaberi-new-yooku-jourikuhen	おしゃべりニューヨーク 上陸編	ニュー->new	
DEVICE_DIFF_REVIEW	oshaberi-nyuuyooku-seikatsuhen	oshaberi-new-yooku-seikatsuhen	おしゃべりニューヨーク 生活編	ニュー->new	
DEVICE_DIFF_REVIEW	otanbiyoushitsu-saron-do-kirihiko	o-tanbi-youshitsu-salon-do-kirihiko	お耽美容室サロン・ド・キリヒコ	サロン->salon	
DEVICE_DIFF_REVIEW	doredake-amai-shinario-datte	dore-dake-amai-scenario-datte	どれだけ甘いシナリオだって	シナリオ->scenario	
DEVICE_DIFF_REVIEW	autobureiku-company	out-break-kanpanii	アウトブレイク・カンパニー	ブレイク->break,アウト->out	
DEVICE_DIFF_REVIEW	cross-fight-biidaman-fenikkusu-densetsu	kurosufaitobiidaman-phoenix-densetsu	クロスファイトビーダマン フェニックス伝説	フェニックス->phoenix	
DEVICE_DIFF_REVIEW	komikkuban-sangokushi	comic-ban-sangokushi	コミック版三国志	コミック->comic	
DEVICE_DIFF_REVIEW	shugaapotto-no-koibito	sugar-potto-no-koibito	シュガーポットの恋人	シュガー->sugar	
DEVICE_DIFF_REVIEW	shugaapotto-e-youkoso	sugar-potto-e-youkoso	シュガーポットへようこそ	シュガー->sugar	
DEVICE_DIFF_REVIEW	secret-5	seek-retto-5	シークレット5	シーク->seek	
DEVICE_DIFF_REVIEW	zozozo-zonbii-kun	zozozo-zombie-kun	ゾゾゾ ゾンビーくん	ゾンビ->zombie	
DEVICE_DIFF_REVIEW	diaboro-no-suupu	dear-boro-no-suupu	ディアボロのスープ	ディア->dear	
DEVICE_DIFF_REVIEW	bureiburuu	bureiburuu-remix-haato	ブレイブルー リミックスハート	リミックス->remix	
DEVICE_DIFF_REVIEW	melon-cream-sooda	meron-kuri-mu-soda	メロンくりーむソーダ	ソーダ->soda	
DEVICE_DIFF_REVIEW	layton-kyouju-to-chiisana-nazo	late-n-kyouju-to-chiisana-nazo	レイトン教授と小さなナゾ	レイト->late	
DEVICE_DIFF_REVIEW	rokku-up	rock-appu	ロックアップ	ロック->rock	
DEVICE_DIFF_REVIEW	shitsuji-de-meidona-otokonoko	shitsuji-de-maid-nao-to-kono-ko	執事でメイドなおとこのコ	メイド->maid	
DEVICE_DIFF_REVIEW	shitsuji-no-kuni-no-kuroarisu	shitsuji-no-kuni-no-kuro-alice	執事の国の黒アリス	アリス->alice	
DEVICE_DIFF_REVIEW	shoujo-kesshou-cocological	shoujo-kesshou-kokoro-jikaru	少女結晶ココロジカル	ココロ->kokoro	
DEVICE_DIFF_REVIEW	hoshi-no-kirby-pakutsu-to-daibakushou	hoshi-no-kaabii-paku-to-dai-show	星のカービィ パクッと大爆ショー!!	ショー->show	
DEVICE_DIFF_REVIEW	otoko-koukousei-to-rokku-no-kiwadoi-tsukiaikata	danshi-koukousei-to-rock-no-kiwadoi-tsukiaikata	男子高校生とロックのきわどいつきあい方。	ロック->rock	
DEVICE_DIFF_REVIEW	otokodama-rokku	otoko-tamashii-rock	男魂ロック	ロック->rock	
DEVICE_DIFF_REVIEW	kenminsei-maruwakari-gotouchi-aruaru-waidoshou	kenminsei-maru-wakari-go-touchi-aru-aru-wide-show	県民性丸わかり!ご当地あるあるワイドSHOW	ワイド->wide	
DEVICE_DIFF_REVIEW	ike-inachuu-takkyuubu-20shuunen-memorial-box-omedetai	ike-inechuu-takkyuubu-20-shuunen-memory-aru-box-omedetai	『行け!稲中卓球部』20周年メモリアルBOX「おめでたい。」	メモリ->memory	
DEVICE_DIFF_REVIEW	ichigo-no-haitta-soodasui	ichigo-no-haitta-soda-sui	いちごの入ったソーダ水	ソーダ->soda	
DEVICE_DIFF_REVIEW	oyasumi-memories	oyasumi-memory-zu	おやすみメモリーズ	メモリ->memory	
DEVICE_DIFF_REVIEW	noroiya-secret	noroi-ya-seek-retto	のろい屋シークレット	シーク->seek	
DEVICE_DIFF_REVIEW	iron-naito	aian-night	アイアンナイト	ナイト->night	
DEVICE_DIFF_REVIEW	order-made-2014	oodaa-maid	オーダーメイド	メイド->maid	
DEVICE_DIFF_REVIEW	secret-siblings	seek-retto-shiburingusu	シークレット×シブリングス	シーク->seek	
DEVICE_DIFF_REVIEW	secret-no-mukougawa	seek-retto-no-mukougawa	シークレットの向こう側	シーク->seek	
DEVICE_DIFF_REVIEW	dirty-christ-superstar	daatii-cry-suto-suupaasutaa	ダーティー・クライスト・スーパースター	クライ->cry	
DEVICE_DIFF_REVIEW	diana	dear-na	ディアーナ	ディア->dear	
DEVICE_DIFF_REVIEW	naitobotchi	night-bo-chi	ナイトぼっち	ナイト->night	
DEVICE_DIFF_REVIEW	hosutoman	host	ホスト漫	ホスト->host	
DEVICE_DIFF_REVIEW	homemade-heroes	home-maid-hero-zu	ホームメイドヒーローズ	メイド->maid	
DEVICE_DIFF_REVIEW	roodosutou-senki-haiiro-no-majo	road-su-tou-senki-haiiro-no-majo	ロードス島戦記 灰色の魔女	ロード->road	
DEVICE_DIFF_REVIEW	sensei-lock-on	sensei-rock-on	先生ロックオン!	ロック->rock	
DEVICE_DIFF_REVIEW	yuujou-kakin-karuman-gein	yuujou-kakin-karma-ngein	友情課金カルマンゲイン	カルマ->karma	
DEVICE_DIFF_REVIEW	yuuzora-no-kuraifuizumu	yuuzora-no-cry-fuizumu	夕空のクライフイズム	クライ->cry	
DEVICE_DIFF_REVIEW	kobayashisanchi-no-meidoragon	kobayashi-san-chino-maidragon	小林さんちのメイドラゴン	メイドラゴン->maidragon	
DEVICE_DIFF_REVIEW	toshishita-sheikh-no-amai-yuuwaku-toshiue-sheikh-no-kikenna-mitsuyaku	toshishita-seek-no-amai-yuuwaku-toshiue-seek-no-kiken-na-mitsuyaku	年下シークの甘い誘惑 年上シークの危険な密約	シーク->seek	
DEVICE_DIFF_REVIEW	hibi-rokku-buutoregu	hibi-rock-bootleg	日々ロックBOOTLEG	ロック->rock	
DEVICE_DIFF_REVIEW	tokyo-super-sheikh-sama	toukyou-suupaa-seek-sama	東京スーパーシーク様!!	シーク->seek	
DEVICE_DIFF_REVIEW	rekijo-gaido-nene	reki-onna-guide-ne-ne	歴女ガイドねね	ガイド->guide	
DEVICE_DIFF_REVIEW	choujin-rokku-toki-no-kodomotachi	choujin-rock-koku-no-kodomotachi	超人ロック刻の子供達	ロック->rock	
DEVICE_DIFF_REVIEW	ginkai-no-supiidosutaa	gin-hai-no-supiido-star	銀灰のスピードスター	スター->star	
DEVICE_DIFF_REVIEW	kokuyou-no-sheikh-wa-ai-o-sasayaku	kuro-no-seek-wa-ai-o-sasayaku	黒燿のシークは愛を囁く	シーク->seek	
DEVICE_DIFF_REVIEW	sankaku-yanemachi-apaato	san-kaku-yanegai-apartment	さんかく屋根街アパート	アパート->apartment	
DEVICE_DIFF_REVIEW	mari-mari-mariigoorudo	mari-mari-mary-goorudo	まりまりマリーゴールド	マリー->mary	
DEVICE_DIFF_REVIEW	i-m-not-here	im-notto-hia	アイム・ノット・ヒア	アイム->im	
DEVICE_DIFF_REVIEW	apuri-trap	app-torappu	アプリトラップ	アプリ->app	
DEVICE_DIFF_REVIEW	overlord	oobaa-road	オーバーロード	ロード->road	
DEVICE_DIFF_REVIEW	gurazeni-pa-riiguhen	gurazeni-pa-league-hen	グラゼニ～パ・リーグ編～	リーグ->league	
