rule	family	now_severity	should_be	slug	ed_idx	date	n	why
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	me-o-tojite-daite	1	2003-01	5	塊が版全体(n=5=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	minmin	1	1997-12-11	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	monogatari-yunbo-kun	0	2009-05	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	monokage-ni-ashibyoushi	1	1998-12	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	mononoke-ranchiki-wars	0	1994-02	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	mugibaa-no-shima	0	2017-11	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	muumin-no-bouken	0	1999-12	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	namuji	3	1994-05-20	5	塊が版全体(n=5=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	netsuai-prince-oniichan-wa-kimi-ga-suki	2	2026-10-13	25	塊が版全体(n=25=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	netsuai-prince-oniichan-wa-kimi-ga-suki	1	2023-09-08	19	塊が版全体(n=19=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	nihonnorekishi	0	2016-10	20	塊が版全体(n=20=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	nippon-no-rekishi-2015-9	0	2015-06-30	15	塊が版全体(n=15=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	nyuuyooku-komachi	1	1997-02-12	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	ofurodemoyomerusarari-kun	0	2006-07-01	5	塊が版全体(n=5=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	omocha-tachi-no-yume	1	1997-07-28	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	ouji-to-kojiki	0	2023-10-10	3	塊が版全体(n=3=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	ps-genki-desu-shunpei	3	1999-06-22	9	塊が版全体(n=9=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	retsupuu	1	2002-08-01	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	sabaku-no-maou	2	2012-08	10	塊が版全体(n=10=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	saizensen	3	1983-07-08	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	sekigan-no-ryuu	0	1994-12-17	5	塊が版全体(n=5=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	shiki	1	2001-08	11	塊が版全体(n=11=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	shimakko	1	1975-09	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	shoichi	1	2021-06	24	塊が版全体(n=24=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	sugiurashigeruondemandosenshuu	0	2009-02	5	塊が版全体(n=5=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	sukuuru-days	1	1998-03-13	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	t-e-lawrence	1	1998-02	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	taiman-buruusu	0	1993-12	7	塊が版全体(n=7=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	taraobannai	1	1997-12	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	tonda-couple	1	1994-10	10	塊が版全体(n=10=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	umezu-kazuo-kowai-hon	2	2007-10	14	塊が版全体(n=14=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	vampire	2	1988-03	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	watashi-o-tsuki-made-tsuretette	2	1995-07-10	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	yokohama-monogatari	1	1996-04-11	4	塊が版全体(n=4=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
E_DEGENERATE_ED_BATCH	date-bulk-registered	LOW	再検査	youkai-manga-de-tanoshii-koten	0	2016-02-23	5	塊が版全体(n=5=ed_vols)なので ed_batch が自明に n と等しくなり降格が無条件発火。まとめ配本体質の証明になっていない
F_RK_STAGGERED_IN_LOW	date-bulk-registered	LOW	昇格候補	jungle-shounen-jan-bangaihen	0	2000-08	3	LOWだが楽天が3種以上を巻順単調増加で返す=本物の刊行列 (1:2000年06月30日 2:2000年07月 3:2000年08月)
F_RK_STAGGERED_IN_LOW	date-bulk-registered	LOW	昇格候補	wata-no-kunihoshi	2	1994-06-22	4	LOWだが楽天が3種以上を巻順単調増加で返す=本物の刊行列 (1:1994年06月22日頃 2:1994年06月 3:1994年06月20日頃 4:1994年06月)
